county,date,state,vaccination_pct
Pondera,2021-04-03,Montana,23.8
Powder River,2021-04-03,Montana,8.6
Powell,2021-04-03,Montana,18.7
Prairie,2021-04-03,Montana,19.2
Ravalli,2021-04-03,Montana,18.4
Richland,2021-04-03,Montana,15.4
Roosevelt,2021-04-03,Montana,20.2
Rosebud,2021-04-03,Montana,38.5
Sanders,2021-04-03,Montana,14.1
Sheridan,2021-04-03,Montana,24.6
Silver Bow,2021-04-03,Montana,27.0
Stillwater,2021-04-03,Montana,19.2
Sweet Grass,2021-04-03,Montana,15.9
Teton,2021-04-03,Montana,15.1
Toole,2021-04-03,Montana,18.6
Treasure,2021-04-03,Montana,28.9
Valley,2021-04-03,Montana,19.8
Wheatland,2021-04-03,Montana,16.6
Wibaux,2021-04-03,Montana,15.7
Yellowstone,2021-04-03,Montana,19.5
Adams,2021-04-03,Nebraska,10.8
Antelope,2021-04-03,Nebraska,14.4
Arthur,2021-04-03,Nebraska,4.5
Banner,2021-04-03,Nebraska,7.7
Blaine,2021-04-03,Nebraska,9.2
Boone,2021-04-03,Nebraska,21.1
Box Butte,2021-04-03,Nebraska,9.0
Boyd,2021-04-03,Nebraska,13.0
Brown,2021-04-03,Nebraska,14.8
Buffalo,2021-04-03,Nebraska,10.6
Burt,2021-04-03,Nebraska,25.2
Butler,2021-04-03,Nebraska,16.8
Cass,2021-04-03,Nebraska,16.3
Cedar,2021-04-03,Nebraska,15.9
Chase,2021-04-03,Nebraska,7.6
Cherry,2021-04-03,Nebraska,16.6
Cheyenne,2021-04-03,Nebraska,8.7
Clay,2021-04-03,Nebraska,14.2
Colfax,2021-04-03,Nebraska,9.7
Cuming,2021-04-03,Nebraska,18.0
Custer,2021-04-03,Nebraska,16.4
Dakota,2021-04-03,Nebraska,15.8
Dawes,2021-04-03,Nebraska,11.0
Dawson,2021-04-03,Nebraska,13.0
Deuel,2021-04-03,Nebraska,4.3
Dixon,2021-04-03,Nebraska,15.6
Dodge,2021-04-03,Nebraska,13.7
Douglas,2021-04-03,Nebraska,18.6
Dundy,2021-04-03,Nebraska,17.3
Fillmore,2021-04-03,Nebraska,15.5
Franklin,2021-04-03,Nebraska,19.5
Frontier,2021-04-03,Nebraska,8.7
Furnas,2021-04-03,Nebraska,17.4
Gage,2021-04-03,Nebraska,12.1
Garden,2021-04-03,Nebraska,21.9
Garfield,2021-04-03,Nebraska,14.4
Gosper,2021-04-03,Nebraska,14.4
Grant,2021-04-03,Nebraska,3.0
Greeley,2021-04-03,Nebraska,18.8
Hall,2021-04-03,Nebraska,12.0
Hamilton,2021-04-03,Nebraska,14.9
Harlan,2021-04-03,Nebraska,20.9
Hayes,2021-04-03,Nebraska,7.8
Hitchcock,2021-04-03,Nebraska,13.5
Holt,2021-04-03,Nebraska,13.3
Hooker,2021-04-03,Nebraska,20.7
Howard,2021-04-03,Nebraska,19.0
Jefferson,2021-04-03,Nebraska,17.7
Johnson,2021-04-03,Nebraska,14.9
Kearney,2021-04-03,Nebraska,22.3
Keith,2021-04-03,Nebraska,11.1
Keya Paha,2021-04-03,Nebraska,12.4
Kimball,2021-04-03,Nebraska,11.7
Knox,2021-04-03,Nebraska,17.3
Lancaster,2021-04-03,Nebraska,19.3
Lincoln,2021-04-03,Nebraska,9.2
Logan,2021-04-03,Nebraska,6.3
Loup,2021-04-03,Nebraska,9.5
Madison,2021-04-03,Nebraska,14.4
McPherson,2021-04-03,Nebraska,4.3
Merrick,2021-04-03,Nebraska,17.7
Morrill,2021-04-03,Nebraska,15.6
Nance,2021-04-03,Nebraska,8.2
Nemaha,2021-04-03,Nebraska,19.6
Nuckolls,2021-04-03,Nebraska,22.1
Otoe,2021-04-03,Nebraska,17.6
Pawnee,2021-04-03,Nebraska,18.3
Perkins,2021-04-03,Nebraska,15.9
Phelps,2021-04-03,Nebraska,14.3
Pierce,2021-04-03,Nebraska,14.5
Platte,2021-04-03,Nebraska,9.2
Polk,2021-04-03,Nebraska,11.9
Red Willow,2021-04-03,Nebraska,11.8
Richardson,2021-04-03,Nebraska,20.2
Rock,2021-04-03,Nebraska,10.4
Saline,2021-04-03,Nebraska,12.4
Sarpy,2021-04-03,Nebraska,14.2
Saunders,2021-04-03,Nebraska,15.0
Scotts Bluff,2021-04-03,Nebraska,10.9
Seward,2021-04-03,Nebraska,13.9
Sheridan,2021-04-03,Nebraska,11.5
Sherman,2021-04-03,Nebraska,19.1
Sioux,2021-04-03,Nebraska,9.8
Stanton,2021-04-03,Nebraska,10.1
Thayer,2021-04-03,Nebraska,13.5
Thomas,2021-04-03,Nebraska,8.3
Thurston,2021-04-03,Nebraska,29.8
Valley,2021-04-03,Nebraska,14.8
Washington,2021-04-03,Nebraska,19.1
Wayne,2021-04-03,Nebraska,13.2
Webster,2021-04-03,Nebraska,16.0
Wheeler,2021-04-03,Nebraska,11.6
York,2021-04-03,Nebraska,17.7
Carson City,2021-04-03,Nevada,20.0
Churchill,2021-04-03,Nevada,18.1
Clark,2021-04-03,Nevada,16.3
Douglas,2021-04-03,Nevada,19.7
Elko,2021-04-03,Nevada,13.7
Esmeralda,2021-04-03,Nevada,14.8
Eureka,2021-04-03,Nevada,15.3
Humboldt,2021-04-03,Nevada,13.4
Lander,2021-04-03,Nevada,15.2
Lincoln,2021-04-03,Nevada,18.7
Lyon,2021-04-03,Nevada,11.1
Mineral,2021-04-03,Nevada,27.1
Nye,2021-04-03,Nevada,15.5
Pershing,2021-04-03,Nevada,11.1
Storey,2021-04-03,Nevada,7.1
Washoe,2021-04-03,Nevada,19.3
White Pine,2021-04-03,Nevada,25.6
Belknap,2021-04-03,New Hampshire,16.1
Carroll,2021-04-03,New Hampshire,22.0
Cheshire,2021-04-03,New Hampshire,17.5
Coos,2021-04-03,New Hampshire,24.3
Grafton,2021-04-03,New Hampshire,22.7
Hillsborough,2021-04-03,New Hampshire,11.4
Merrimack,2021-04-03,New Hampshire,17.2
Rockingham,2021-04-03,New Hampshire,15.7
Strafford,2021-04-03,New Hampshire,13.2
Sullivan,2021-04-03,New Hampshire,17.5
Atlantic,2021-04-03,New Jersey,21.4
Bergen,2021-04-03,New Jersey,23.1
Burlington,2021-04-03,New Jersey,23.3
Camden,2021-04-03,New Jersey,21.0
Cape May,2021-04-03,New Jersey,30.4
Cumberland,2021-04-03,New Jersey,13.2
Essex,2021-04-03,New Jersey,15.6
Gloucester,2021-04-03,New Jersey,21.6
Hudson,2021-04-03,New Jersey,13.3
Hunterdon,2021-04-03,New Jersey,18.1
Mercer,2021-04-03,New Jersey,15.2
Middlesex,2021-04-03,New Jersey,16.6
Monmouth,2021-04-03,New Jersey,19.9
Morris,2021-04-03,New Jersey,26.3
Ocean,2021-04-03,New Jersey,17.6
Passaic,2021-04-03,New Jersey,14.9
Salem,2021-04-03,New Jersey,17.2
Somerset,2021-04-03,New Jersey,19.8
Sussex,2021-04-03,New Jersey,18.7
Union,2021-04-03,New Jersey,15.2
Warren,2021-04-03,New Jersey,18.7
Bernalillo,2021-04-03,New Mexico,
Catron,2021-04-03,New Mexico,
Chaves,2021-04-03,New Mexico,
Cibola,2021-04-03,New Mexico,
Colfax,2021-04-03,New Mexico,
Curry,2021-04-03,New Mexico,
De Baca,2021-04-03,New Mexico,
Doña Ana,2021-04-03,New Mexico,
Eddy,2021-04-03,New Mexico,
Grant,2021-04-03,New Mexico,
Guadalupe,2021-04-03,New Mexico,
Harding,2021-04-03,New Mexico,
Hidalgo,2021-04-03,New Mexico,
Lea,2021-04-03,New Mexico,
Lincoln,2021-04-03,New Mexico,
Los Alamos,2021-04-03,New Mexico,
Luna,2021-04-03,New Mexico,
McKinley,2021-04-03,New Mexico,
Mora,2021-04-03,New Mexico,
Otero,2021-04-03,New Mexico,
Quay,2021-04-03,New Mexico,
Rio Arriba,2021-04-03,New Mexico,
Roosevelt,2021-04-03,New Mexico,
San Juan,2021-04-03,New Mexico,
San Miguel,2021-04-03,New Mexico,
Sandoval,2021-04-03,New Mexico,
Santa Fe,2021-04-03,New Mexico,
Sierra,2021-04-03,New Mexico,
Socorro,2021-04-03,New Mexico,
Taos,2021-04-03,New Mexico,
Torrance,2021-04-03,New Mexico,
Union,2021-04-03,New Mexico,
Valencia,2021-04-03,New Mexico,
Albany,2021-04-03,New York,24.7
Allegany,2021-04-03,New York,13.4
Bronx,2021-04-03,New York,15.0
Broome,2021-04-03,New York,21.7
Cattaraugus,2021-04-03,New York,18.3
Cayuga,2021-04-03,New York,21.1
Chautauqua,2021-04-03,New York,18.2
Chemung,2021-04-03,New York,20.7
Chenango,2021-04-03,New York,17.7
Clinton,2021-04-03,New York,30.8
Columbia,2021-04-03,New York,21.0
Cortland,2021-04-03,New York,18.8
Delaware,2021-04-03,New York,14.8
Dutchess,2021-04-03,New York,17.9
Erie,2021-04-03,New York,20.3
Essex,2021-04-03,New York,30.2
Franklin,2021-04-03,New York,27.4
Fulton,2021-04-03,New York,16.9
Genesee,2021-04-03,New York,18.1
Greene,2021-04-03,New York,16.0
Hamilton,2021-04-03,New York,48.7
Herkimer,2021-04-03,New York,22.2
Jefferson,2021-04-03,New York,25.8
Kings,2021-04-03,New York,14.0
Lewis,2021-04-03,New York,18.9
Livingston,2021-04-03,New York,17.8
Madison,2021-04-03,New York,20.2
Monroe,2021-04-03,New York,21.2
Montgomery,2021-04-03,New York,19.9
Nassau,2021-04-03,New York,23.9
New York,2021-04-03,New York,23.8
Niagara,2021-04-03,New York,18.6
Oneida,2021-04-03,New York,23.7
Onondaga,2021-04-03,New York,26.2
Ontario,2021-04-03,New York,22.7
Orange,2021-04-03,New York,16.2
Orleans,2021-04-03,New York,15.0
Oswego,2021-04-03,New York,18.8
Otsego,2021-04-03,New York,19.5
Putnam,2021-04-03,New York,21.2
Queens,2021-04-03,New York,17.8
Rensselaer,2021-04-03,New York,21.3
Richmond,2021-04-03,New York,19.6
Rockland,2021-04-03,New York,18.1
Saratoga,2021-04-03,New York,25.1
Schenectady,2021-04-03,New York,21.3
Schoharie,2021-04-03,New York,15.2
Schuyler,2021-04-03,New York,24.3
Seneca,2021-04-03,New York,19.6
St. Lawrence,2021-04-03,New York,27.5
Steuben,2021-04-03,New York,18.1
Suffolk,2021-04-03,New York,18.3
Sullivan,2021-04-03,New York,15.3
Tioga,2021-04-03,New York,19.3
Tompkins,2021-04-03,New York,22.5
Ulster,2021-04-03,New York,18.1
Warren,2021-04-03,New York,26.9
Washington,2021-04-03,New York,18.7
Wayne,2021-04-03,New York,18.2
Westchester,2021-04-03,New York,22.4
Wyoming,2021-04-03,New York,16.2
Yates,2021-04-03,New York,21.7
Alamance,2021-04-03,North Carolina,17.6
Alexander,2021-04-03,North Carolina,15.7
Alleghany,2021-04-03,North Carolina,23.5
Anson,2021-04-03,North Carolina,10.0
Ashe,2021-04-03,North Carolina,19.2
Avery,2021-04-03,North Carolina,20.6
Beaufort,2021-04-03,North Carolina,24.3
Bertie,2021-04-03,North Carolina,18.7
Bladen,2021-04-03,North Carolina,14.7
Brunswick,2021-04-03,North Carolina,25.6
Buncombe,2021-04-03,North Carolina,20.3
Burke,2021-04-03,North Carolina,18.6
Cabarrus,2021-04-03,North Carolina,13.1
Caldwell,2021-04-03,North Carolina,17.2
Camden,2021-04-03,North Carolina,18.3
Carteret,2021-04-03,North Carolina,18.1
Caswell,2021-04-03,North Carolina,19.1
Catawba,2021-04-03,North Carolina,17.2
Chatham,2021-04-03,North Carolina,22.4
Cherokee,2021-04-03,North Carolina,17.8
Chowan,2021-04-03,North Carolina,21.7
Clay,2021-04-03,North Carolina,14.2
Cleveland,2021-04-03,North Carolina,16.3
Columbus,2021-04-03,North Carolina,14.9
Craven,2021-04-03,North Carolina,21.6
Cumberland,2021-04-03,North Carolina,22.3
Currituck,2021-04-03,North Carolina,16.7
Dare,2021-04-03,North Carolina,31.0
Davidson,2021-04-03,North Carolina,14.5
Davie,2021-04-03,North Carolina,21.3
Duplin,2021-04-03,North Carolina,12.1
Durham,2021-04-03,North Carolina,22.4
Edgecombe,2021-04-03,North Carolina,14.3
Forsyth,2021-04-03,North Carolina,18.9
Franklin,2021-04-03,North Carolina,14.1
Gaston,2021-04-03,North Carolina,15.3
Gates,2021-04-03,North Carolina,16.1
Graham,2021-04-03,North Carolina,21.3
Granville,2021-04-03,North Carolina,22.5
Greene,2021-04-03,North Carolina,15.2
Guilford,2021-04-03,North Carolina,16.5
Halifax,2021-04-03,North Carolina,17.5
Harnett,2021-04-03,North Carolina,12.8
Haywood,2021-04-03,North Carolina,21.2
Henderson,2021-04-03,North Carolina,19.7
Hertford,2021-04-03,North Carolina,10.7
Hoke,2021-04-03,North Carolina,9.9
Hyde,2021-04-03,North Carolina,28.1
Iredell,2021-04-03,North Carolina,16.0
Jackson,2021-04-03,North Carolina,19.8
Johnston,2021-04-03,North Carolina,14.1
Jones,2021-04-03,North Carolina,20.3
Lee,2021-04-03,North Carolina,17.0
Lenoir,2021-04-03,North Carolina,18.6
Lincoln,2021-04-03,North Carolina,15.2
Macon,2021-04-03,North Carolina,15.3
Madison,2021-04-03,North Carolina,19.7
Martin,2021-04-03,North Carolina,35.9
McDowell,2021-04-03,North Carolina,19.6
Mecklenburg,2021-04-03,North Carolina,13.6
Mitchell,2021-04-03,North Carolina,15.2
Montgomery,2021-04-03,North Carolina,14.7
Moore,2021-04-03,North Carolina,24.5
Nash,2021-04-03,North Carolina,16.4
New Hanover,2021-04-03,North Carolina,20.5
Northampton,2021-04-03,North Carolina,19.0
Onslow,2021-04-03,North Carolina,17.4
Orange,2021-04-03,North Carolina,25.6
Pamlico,2021-04-03,North Carolina,27.0
Pasquotank,2021-04-03,North Carolina,19.9
Pender,2021-04-03,North Carolina,15.6
Perquimans,2021-04-03,North Carolina,12.6
Person,2021-04-03,North Carolina,18.9
Pitt,2021-04-03,North Carolina,21.4
Polk,2021-04-03,North Carolina,17.3
Randolph,2021-04-03,North Carolina,13.2
Richmond,2021-04-03,North Carolina,17.9
Robeson,2021-04-03,North Carolina,11.6
Rockingham,2021-04-03,North Carolina,14.9
Rowan,2021-04-03,North Carolina,14.2
Rutherford,2021-04-03,North Carolina,13.1
Sampson,2021-04-03,North Carolina,15.9
Scotland,2021-04-03,North Carolina,15.9
Stanly,2021-04-03,North Carolina,9.4
Stokes,2021-04-03,North Carolina,13.2
Surry,2021-04-03,North Carolina,18.3
Swain,2021-04-03,North Carolina,22.5
Transylvania,2021-04-03,North Carolina,22.4
Tyrrell,2021-04-03,North Carolina,19.4
Union,2021-04-03,North Carolina,14.6
Vance,2021-04-03,North Carolina,15.7
Wake,2021-04-03,North Carolina,18.1
Warren,2021-04-03,North Carolina,12.8
Washington,2021-04-03,North Carolina,18.0
Watauga,2021-04-03,North Carolina,21.7
Wayne,2021-04-03,North Carolina,15.9
Wilkes,2021-04-03,North Carolina,15.1
Wilson,2021-04-03,North Carolina,16.9
Yadkin,2021-04-03,North Carolina,17.3
Yancey,2021-04-03,North Carolina,17.9
Adams,2021-04-03,North Dakota,30.2
Barnes,2021-04-03,North Dakota,28.5
Benson,2021-04-03,North Dakota,18.1
Billings,2021-04-03,North Dakota,8.1
Bottineau,2021-04-03,North Dakota,30.7
Bowman,2021-04-03,North Dakota,18.9
Burke,2021-04-03,North Dakota,19.0
Burleigh,2021-04-03,North Dakota,20.2
Cass,2021-04-03,North Dakota,24.6
Cavalier,2021-04-03,North Dakota,35.0
Dickey,2021-04-03,North Dakota,24.9
Divide,2021-04-03,North Dakota,22.1
Dunn,2021-04-03,North Dakota,10.0
Eddy,2021-04-03,North Dakota,32.7
Emmons,2021-04-03,North Dakota,18.5
Foster,2021-04-03,North Dakota,25.2
Golden Valley,2021-04-03,North Dakota,15.6
Grand Forks,2021-04-03,North Dakota,23.1
Grant,2021-04-03,North Dakota,9.3
Griggs,2021-04-03,North Dakota,31.7
Hettinger,2021-04-03,North Dakota,19.8
Kidder,2021-04-03,North Dakota,15.4
LaMoure,2021-04-03,North Dakota,24.4
Logan,2021-04-03,North Dakota,17.9
McHenry,2021-04-03,North Dakota,20.4
McIntosh,2021-04-03,North Dakota,23.5
McKenzie,2021-04-03,North Dakota,8.1
McLean,2021-04-03,North Dakota,22.9
Mercer,2021-04-03,North Dakota,17.1
Morton,2021-04-03,North Dakota,17.8
Mountrail,2021-04-03,North Dakota,18.1
Nelson,2021-04-03,North Dakota,43.3
Oliver,2021-04-03,North Dakota,12.3
Pembina,2021-04-03,North Dakota,27.4
Pierce,2021-04-03,North Dakota,27.0
Ramsey,2021-04-03,North Dakota,32.9
Ransom,2021-04-03,North Dakota,30.2
Renville,2021-04-03,North Dakota,18.4
Richland,2021-04-03,North Dakota,22.3
Rolette,2021-04-03,North Dakota,35.1
Sargent,2021-04-03,North Dakota,26.8
Sheridan,2021-04-03,North Dakota,22.9
Sioux,2021-04-03,North Dakota,15.4
Slope,2021-04-03,North Dakota,6.4
Stark,2021-04-03,North Dakota,14.5
Steele,2021-04-03,North Dakota,26.6
Stutsman,2021-04-03,North Dakota,26.2
Towner,2021-04-03,North Dakota,28.0
Traill,2021-04-03,North Dakota,21.4
Walsh,2021-04-03,North Dakota,24.3
Ward,2021-04-03,North Dakota,19.8
Wells,2021-04-03,North Dakota,22.3
Williams,2021-04-03,North Dakota,9.8
Adams,2021-04-03,Ohio,12.5
Allen,2021-04-03,Ohio,18.1
Ashland,2021-04-03,Ohio,13.7
Ashtabula,2021-04-03,Ohio,17.2
Athens,2021-04-03,Ohio,17.5
Auglaize,2021-04-03,Ohio,17.3
Belmont,2021-04-03,Ohio,15.9
Brown,2021-04-03,Ohio,13.4
Butler,2021-04-03,Ohio,14.8
Carroll,2021-04-03,Ohio,17.5
Champaign,2021-04-03,Ohio,15.9
Clark,2021-04-03,Ohio,21.6
Clermont,2021-04-03,Ohio,17.3
Clinton,2021-04-03,Ohio,17.3
Columbiana,2021-04-03,Ohio,18.8
Coshocton,2021-04-03,Ohio,17.4
Crawford,2021-04-03,Ohio,19.5
Cuyahoga,2021-04-03,Ohio,17.7
Darke,2021-04-03,Ohio,14.6
Defiance,2021-04-03,Ohio,20.1
Delaware,2021-04-03,Ohio,21.0
Erie,2021-04-03,Ohio,21.4
Fairfield,2021-04-03,Ohio,17.0
Fayette,2021-04-03,Ohio,17.2
Franklin,2021-04-03,Ohio,16.6
Fulton,2021-04-03,Ohio,20.3
Gallia,2021-04-03,Ohio,19.4
Geauga,2021-04-03,Ohio,19.9
Greene,2021-04-03,Ohio,22.5
Guernsey,2021-04-03,Ohio,19.6
Hamilton,2021-04-03,Ohio,19.0
Hancock,2021-04-03,Ohio,17.8
Hardin,2021-04-03,Ohio,16.1
Harrison,2021-04-03,Ohio,16.5
Henry,2021-04-03,Ohio,23.3
Highland,2021-04-03,Ohio,14.1
Hocking,2021-04-03,Ohio,19.3
Holmes,2021-04-03,Ohio,8.4
Huron,2021-04-03,Ohio,15.0
Jackson,2021-04-03,Ohio,16.5
Jefferson,2021-04-03,Ohio,19.5
Knox,2021-04-03,Ohio,16.8
Lake,2021-04-03,Ohio,18.9
Lawrence,2021-04-03,Ohio,17.1
Licking,2021-04-03,Ohio,18.2
Logan,2021-04-03,Ohio,14.4
Lorain,2021-04-03,Ohio,17.7
Lucas,2021-04-03,Ohio,19.3
Madison,2021-04-03,Ohio,16.9
Mahoning,2021-04-03,Ohio,20.9
Marion,2021-04-03,Ohio,18.2
Medina,2021-04-03,Ohio,18.0
Meigs,2021-04-03,Ohio,18.8
Mercer,2021-04-03,Ohio,16.3
Miami,2021-04-03,Ohio,17.1
Monroe,2021-04-03,Ohio,19.9
Montgomery,2021-04-03,Ohio,18.1
Morgan,2021-04-03,Ohio,18.5
Morrow,2021-04-03,Ohio,14.9
Muskingum,2021-04-03,Ohio,20.8
Noble,2021-04-03,Ohio,19.4
Ottawa,2021-04-03,Ohio,22.7
Paulding,2021-04-03,Ohio,18.2
Perry,2021-04-03,Ohio,15.9
Pickaway,2021-04-03,Ohio,16.3
Pike,2021-04-03,Ohio,18.2
Portage,2021-04-03,Ohio,15.1
Preble,2021-04-03,Ohio,15.7
Putnam,2021-04-03,Ohio,22.8
Richland,2021-04-03,Ohio,16.4
Ross,2021-04-03,Ohio,19.4
Sandusky,2021-04-03,Ohio,19.6
Scioto,2021-04-03,Ohio,20.7
Seneca,2021-04-03,Ohio,17.5
Shelby,2021-04-03,Ohio,14.7
Stark,2021-04-03,Ohio,16.6
Summit,2021-04-03,Ohio,16.5
Trumbull,2021-04-03,Ohio,19.6
Tuscarawas,2021-04-03,Ohio,16.2
Union,2021-04-03,Ohio,17.8
Van Wert,2021-04-03,Ohio,8.3
Vinton,2021-04-03,Ohio,16.3
Warren,2021-04-03,Ohio,18.4
Washington,2021-04-03,Ohio,17.9
Wayne,2021-04-03,Ohio,14.3
Williams,2021-04-03,Ohio,19.7
Wood,2021-04-03,Ohio,21.0
Wyandot,2021-04-03,Ohio,17.1
Adair,2021-04-03,Oklahoma,12.4
Alfalfa,2021-04-03,Oklahoma,26.5
Atoka,2021-04-03,Oklahoma,16.0
Beaver,2021-04-03,Oklahoma,13.8
Beckham,2021-04-03,Oklahoma,17.8
Blaine,2021-04-03,Oklahoma,18.7
Bryan,2021-04-03,Oklahoma,16.6
Caddo,2021-04-03,Oklahoma,24.7
Canadian,2021-04-03,Oklahoma,18.7
Carter,2021-04-03,Oklahoma,17.2
Cherokee,2021-04-03,Oklahoma,18.4
Choctaw,2021-04-03,Oklahoma,13.2
Cimarron,2021-04-03,Oklahoma,15.0
Cleveland,2021-04-03,Oklahoma,18.3
Coal,2021-04-03,Oklahoma,19.1
Comanche,2021-04-03,Oklahoma,18.3
Cotton,2021-04-03,Oklahoma,18.0
Craig,2021-04-03,Oklahoma,25.0
Creek,2021-04-03,Oklahoma,15.0
Custer,2021-04-03,Oklahoma,20.5
Delaware,2021-04-03,Oklahoma,15.2
Dewey,2021-04-03,Oklahoma,13.5
Ellis,2021-04-03,Oklahoma,17.2
Garfield,2021-04-03,Oklahoma,16.3
Garvin,2021-04-03,Oklahoma,20.3
Grady,2021-04-03,Oklahoma,13.2
Grant,2021-04-03,Oklahoma,18.7
Greer,2021-04-03,Oklahoma,18.6
Harmon,2021-04-03,Oklahoma,23.3
Harper,2021-04-03,Oklahoma,23.9
Haskell,2021-04-03,Oklahoma,18.2
Hughes,2021-04-03,Oklahoma,16.1
Jackson,2021-04-03,Oklahoma,21.5
Jefferson,2021-04-03,Oklahoma,21.5
Johnston,2021-04-03,Oklahoma,17.5
Kay,2021-04-03,Oklahoma,18.9
Kingfisher,2021-04-03,Oklahoma,16.3
Kiowa,2021-04-03,Oklahoma,26.9
Latimer,2021-04-03,Oklahoma,16.3
Le Flore,2021-04-03,Oklahoma,15.5
Lincoln,2021-04-03,Oklahoma,16.2
Logan,2021-04-03,Oklahoma,11.3
Love,2021-04-03,Oklahoma,20.6
Major,2021-04-03,Oklahoma,21.8
Marshall,2021-04-03,Oklahoma,18.5
Mayes,2021-04-03,Oklahoma,17.0
McClain,2021-04-03,Oklahoma,20.1
McCurtain,2021-04-03,Oklahoma,12.8
McIntosh,2021-04-03,Oklahoma,27.7
Murray,2021-04-03,Oklahoma,20.5
Muskogee,2021-04-03,Oklahoma,18.4
Noble,2021-04-03,Oklahoma,21.1
Nowata,2021-04-03,Oklahoma,13.4
Okfuskee,2021-04-03,Oklahoma,22.2
Oklahoma,2021-04-03,Oklahoma,20.2
Okmulgee,2021-04-03,Oklahoma,18.3
Osage,2021-04-03,Oklahoma,11.6
Ottawa,2021-04-03,Oklahoma,13.2
Pawnee,2021-04-03,Oklahoma,17.1
Payne,2021-04-03,Oklahoma,15.5
Pittsburg,2021-04-03,Oklahoma,19.5
Pontotoc,2021-04-03,Oklahoma,23.4
Pottawatomie,2021-04-03,Oklahoma,19.5
Pushmataha,2021-04-03,Oklahoma,15.8
Roger Mills,2021-04-03,Oklahoma,18.6
Rogers,2021-04-03,Oklahoma,16.9
Seminole,2021-04-03,Oklahoma,18.0
Sequoyah,2021-04-03,Oklahoma,14.8
Stephens,2021-04-03,Oklahoma,20.7
Texas,2021-04-03,Oklahoma,12.4
Tillman,2021-04-03,Oklahoma,19.8
Tulsa,2021-04-03,Oklahoma,20.3
Wagoner,2021-04-03,Oklahoma,16.8
Washington,2021-04-03,Oklahoma,15.8
Washita,2021-04-03,Oklahoma,17.3
Woods,2021-04-03,Oklahoma,18.7
Woodward,2021-04-03,Oklahoma,16.5
Baker,2021-04-03,Oregon,37.5
Benton,2021-04-03,Oregon,21.1
Clackamas,2021-04-03,Oregon,16.4
Clatsop,2021-04-03,Oregon,15.1
Columbia,2021-04-03,Oregon,13.9
Coos,2021-04-03,Oregon,13.1
Crook,2021-04-03,Oregon,15.3
Curry,2021-04-03,Oregon,15.1
Deschutes,2021-04-03,Oregon,21.4
Douglas,2021-04-03,Oregon,16.4
Gilliam,2021-04-03,Oregon,14.5
Grant,2021-04-03,Oregon,11.9
Harney,2021-04-03,Oregon,18.8
Hood River,2021-04-03,Oregon,23.3
Jackson,2021-04-03,Oregon,15.6
Jefferson,2021-04-03,Oregon,21.7
Josephine,2021-04-03,Oregon,13.6
Klamath,2021-04-03,Oregon,19.5
Lake,2021-04-03,Oregon,19.1
Lane,2021-04-03,Oregon,18.7
Lincoln,2021-04-03,Oregon,20.6
Linn,2021-04-03,Oregon,16.4
Malheur,2021-04-03,Oregon,15.9
Marion,2021-04-03,Oregon,17.6
Morrow,2021-04-03,Oregon,13.5
Multnomah,2021-04-03,Oregon,19.8
Polk,2021-04-03,Oregon,20.4
Sherman,2021-04-03,Oregon,23.1
Tillamook,2021-04-03,Oregon,15.7
Umatilla,2021-04-03,Oregon,17.2
Union,2021-04-03,Oregon,16.3
Wallowa,2021-04-03,Oregon,21.0
Wasco,2021-04-03,Oregon,19.8
Washington,2021-04-03,Oregon,15.8
Wheeler,2021-04-03,Oregon,34.8
Yamhill,2021-04-03,Oregon,15.5
Adams,2021-04-03,Pennsylvania,13.4
Allegheny,2021-04-03,Pennsylvania,20.0
Armstrong,2021-04-03,Pennsylvania,17.3
Beaver,2021-04-03,Pennsylvania,12.2
Bedford,2021-04-03,Pennsylvania,10.1
Berks,2021-04-03,Pennsylvania,12.8
Blair,2021-04-03,Pennsylvania,16.6
Bradford,2021-04-03,Pennsylvania,14.8
Bucks,2021-04-03,Pennsylvania,17.5
Butler,2021-04-03,Pennsylvania,24.3
Cambria,2021-04-03,Pennsylvania,19.1
Cameron,2021-04-03,Pennsylvania,26.0
Carbon,2021-04-03,Pennsylvania,16.9
Centre,2021-04-03,Pennsylvania,17.7
Chester,2021-04-03,Pennsylvania,17.6
Clarion,2021-04-03,Pennsylvania,21.1
Clearfield,2021-04-03,Pennsylvania,19.0
Clinton,2021-04-03,Pennsylvania,15.0
Columbia,2021-04-03,Pennsylvania,21.1
Crawford,2021-04-03,Pennsylvania,21.6
Cumberland,2021-04-03,Pennsylvania,15.1
Dauphin,2021-04-03,Pennsylvania,12.3
Delaware,2021-04-03,Pennsylvania,18.4
Elk,2021-04-03,Pennsylvania,29.1
Erie,2021-04-03,Pennsylvania,19.7
Fayette,2021-04-03,Pennsylvania,19.4
Forest,2021-04-03,Pennsylvania,19.4
Franklin,2021-04-03,Pennsylvania,14.7
Fulton,2021-04-03,Pennsylvania,9.2
Greene,2021-04-03,Pennsylvania,14.0
Huntingdon,2021-04-03,Pennsylvania,16.9
Indiana,2021-04-03,Pennsylvania,14.4
Jefferson,2021-04-03,Pennsylvania,24.6
Juniata,2021-04-03,Pennsylvania,14.4
Lackawanna,2021-04-03,Pennsylvania,23.9
Lancaster,2021-04-03,Pennsylvania,14.5
Lawrence,2021-04-03,Pennsylvania,16.8
Lebanon,2021-04-03,Pennsylvania,15.3
