county,date,state,vaccination_pct
Lehigh,2021-04-03,Pennsylvania,18.9
Luzerne,2021-04-03,Pennsylvania,20.2
Lycoming,2021-04-03,Pennsylvania,16.5
McKean,2021-04-03,Pennsylvania,13.1
Mercer,2021-04-03,Pennsylvania,22.4
Mifflin,2021-04-03,Pennsylvania,17.5
Monroe,2021-04-03,Pennsylvania,11.2
Montgomery,2021-04-03,Pennsylvania,16.8
Montour,2021-04-03,Pennsylvania,36.1
Northampton,2021-04-03,Pennsylvania,17.9
Northumberland,2021-04-03,Pennsylvania,19.6
Perry,2021-04-03,Pennsylvania,10.3
Philadelphia,2021-04-03,Pennsylvania,15.4
Pike,2021-04-03,Pennsylvania,12.2
Potter,2021-04-03,Pennsylvania,10.2
Schuylkill,2021-04-03,Pennsylvania,17.6
Snyder,2021-04-03,Pennsylvania,13.9
Somerset,2021-04-03,Pennsylvania,13.7
Sullivan,2021-04-03,Pennsylvania,17.5
Susquehanna,2021-04-03,Pennsylvania,13.9
Tioga,2021-04-03,Pennsylvania,13.0
Union,2021-04-03,Pennsylvania,18.5
Venango,2021-04-03,Pennsylvania,15.9
Warren,2021-04-03,Pennsylvania,13.4
Washington,2021-04-03,Pennsylvania,18.4
Wayne,2021-04-03,Pennsylvania,17.5
Westmoreland,2021-04-03,Pennsylvania,17.9
Wyoming,2021-04-03,Pennsylvania,16.5
York,2021-04-03,Pennsylvania,15.3
Adjuntas,2021-04-03,Puerto Rico,12.1
Aguada,2021-04-03,Puerto Rico,10.0
Aguadilla,2021-04-03,Puerto Rico,12.8
Aguas Buenas,2021-04-03,Puerto Rico,10.8
Aibonito,2021-04-03,Puerto Rico,20.2
Añasco,2021-04-03,Puerto Rico,10.0
Arecibo,2021-04-03,Puerto Rico,15.5
Arroyo,2021-04-03,Puerto Rico,10.4
Barceloneta,2021-04-03,Puerto Rico,11.1
Barranquitas,2021-04-03,Puerto Rico,13.1
Bayamón,2021-04-03,Puerto Rico,16.0
Cabo Rojo,2021-04-03,Puerto Rico,12.3
Caguas,2021-04-03,Puerto Rico,13.4
Camuy,2021-04-03,Puerto Rico,11.4
Canóvanas,2021-04-03,Puerto Rico,10.8
Carolina,2021-04-03,Puerto Rico,13.2
Cataño,2021-04-03,Puerto Rico,11.4
Cayey,2021-04-03,Puerto Rico,14.7
Ceiba,2021-04-03,Puerto Rico,10.8
Ciales,2021-04-03,Puerto Rico,13.2
Cidra,2021-04-03,Puerto Rico,11.8
Coamo,2021-04-03,Puerto Rico,15.2
Comerío,2021-04-03,Puerto Rico,9.3
Corozal,2021-04-03,Puerto Rico,11.3
Culebra,2021-04-03,Puerto Rico,2.7
Dorado,2021-04-03,Puerto Rico,12.1
Fajardo,2021-04-03,Puerto Rico,13.9
Florida,2021-04-03,Puerto Rico,13.6
Guánica,2021-04-03,Puerto Rico,11.1
Guayama,2021-04-03,Puerto Rico,9.1
Guayanilla,2021-04-03,Puerto Rico,12.1
Guaynabo,2021-04-03,Puerto Rico,18.3
Gurabo,2021-04-03,Puerto Rico,10.2
Hatillo,2021-04-03,Puerto Rico,12.8
Hormigueros,2021-04-03,Puerto Rico,15.6
Humacao,2021-04-03,Puerto Rico,12.0
Isabela,2021-04-03,Puerto Rico,8.7
Jayuya,2021-04-03,Puerto Rico,10.7
Juana Díaz,2021-04-03,Puerto Rico,12.4
Juncos,2021-04-03,Puerto Rico,10.3
Lajas,2021-04-03,Puerto Rico,13.6
Lares,2021-04-03,Puerto Rico,19.4
Las Marías,2021-04-03,Puerto Rico,19.4
Las Piedras,2021-04-03,Puerto Rico,10.0
Loíza,2021-04-03,Puerto Rico,8.6
Luquillo,2021-04-03,Puerto Rico,8.3
Manatí,2021-04-03,Puerto Rico,13.2
Maricao,2021-04-03,Puerto Rico,9.3
Maunabo,2021-04-03,Puerto Rico,9.4
Mayagüez,2021-04-03,Puerto Rico,15.6
Moca,2021-04-03,Puerto Rico,14.6
Morovis,2021-04-03,Puerto Rico,9.3
Naguabo,2021-04-03,Puerto Rico,7.5
Naranjito,2021-04-03,Puerto Rico,12.9
Orocovis,2021-04-03,Puerto Rico,10.7
Patillas,2021-04-03,Puerto Rico,7.8
Peñuelas,2021-04-03,Puerto Rico,11.2
Ponce,2021-04-03,Puerto Rico,18.1
Quebradillas,2021-04-03,Puerto Rico,12.9
Rincón,2021-04-03,Puerto Rico,8.3
Río Grande,2021-04-03,Puerto Rico,10.5
Sabana Grande,2021-04-03,Puerto Rico,17.3
Salinas,2021-04-03,Puerto Rico,13.3
San Germán,2021-04-03,Puerto Rico,13.0
San Juan,2021-04-03,Puerto Rico,14.6
San Lorenzo,2021-04-03,Puerto Rico,8.4
San Sebastián,2021-04-03,Puerto Rico,19.5
Santa Isabel,2021-04-03,Puerto Rico,9.0
Toa Alta,2021-04-03,Puerto Rico,10.2
Toa Baja,2021-04-03,Puerto Rico,11.1
Trujillo Alto,2021-04-03,Puerto Rico,12.3
Utuado,2021-04-03,Puerto Rico,13.7
Vega Alta,2021-04-03,Puerto Rico,10.0
Vega Baja,2021-04-03,Puerto Rico,11.9
Vieques,2021-04-03,Puerto Rico,36.8
Villalba,2021-04-03,Puerto Rico,24.3
Yabucoa,2021-04-03,Puerto Rico,8.5
Yauco,2021-04-03,Puerto Rico,13.9
Bristol,2021-04-03,Rhode Island,26.2
Kent,2021-04-03,Rhode Island,25.4
Newport,2021-04-03,Rhode Island,23.9
Providence,2021-04-03,Rhode Island,19.7
Washington,2021-04-03,Rhode Island,25.4
Abbeville,2021-04-03,South Carolina,16.6
Aiken,2021-04-03,South Carolina,14.2
Allendale,2021-04-03,South Carolina,11.6
Anderson,2021-04-03,South Carolina,13.6
Bamberg,2021-04-03,South Carolina,13.5
Barnwell,2021-04-03,South Carolina,13.5
Beaufort,2021-04-03,South Carolina,21.9
Berkeley,2021-04-03,South Carolina,10.6
Calhoun,2021-04-03,South Carolina,10.8
Charleston,2021-04-03,South Carolina,18.8
Cherokee,2021-04-03,South Carolina,9.7
Chester,2021-04-03,South Carolina,12.4
Chesterfield,2021-04-03,South Carolina,13.0
Clarendon,2021-04-03,South Carolina,16.2
Colleton,2021-04-03,South Carolina,11.4
Darlington,2021-04-03,South Carolina,15.6
Dillon,2021-04-03,South Carolina,14.3
Dorchester,2021-04-03,South Carolina,11.4
Edgefield,2021-04-03,South Carolina,17.1
Fairfield,2021-04-03,South Carolina,15.7
Florence,2021-04-03,South Carolina,16.7
Georgetown,2021-04-03,South Carolina,20.2
Greenville,2021-04-03,South Carolina,14.7
Greenwood,2021-04-03,South Carolina,18.2
Hampton,2021-04-03,South Carolina,16.1
Horry,2021-04-03,South Carolina,18.7
Jasper,2021-04-03,South Carolina,8.1
Kershaw,2021-04-03,South Carolina,12.9
Lancaster,2021-04-03,South Carolina,11.8
Laurens,2021-04-03,South Carolina,13.2
Lee,2021-04-03,South Carolina,13.3
Lexington,2021-04-03,South Carolina,15.1
Marion,2021-04-03,South Carolina,14.8
Marlboro,2021-04-03,South Carolina,13.7
McCormick,2021-04-03,South Carolina,30.3
Newberry,2021-04-03,South Carolina,17.7
Oconee,2021-04-03,South Carolina,17.1
Orangeburg,2021-04-03,South Carolina,14.7
Pickens,2021-04-03,South Carolina,14.7
Richland,2021-04-03,South Carolina,15.1
Saluda,2021-04-03,South Carolina,8.8
Spartanburg,2021-04-03,South Carolina,11.4
Sumter,2021-04-03,South Carolina,15.0
Union,2021-04-03,South Carolina,11.6
Williamsburg,2021-04-03,South Carolina,16.9
York,2021-04-03,South Carolina,10.3
Aurora,2021-04-03,South Dakota,13.4
Beadle,2021-04-03,South Dakota,12.8
Bennett,2021-04-03,South Dakota,20.9
Bon Homme,2021-04-03,South Dakota,25.9
Brookings,2021-04-03,South Dakota,10.0
Brown,2021-04-03,South Dakota,22.3
Brule,2021-04-03,South Dakota,17.0
Buffalo,2021-04-03,South Dakota,21.9
Butte,2021-04-03,South Dakota,10.7
Campbell,2021-04-03,South Dakota,16.4
Charles Mix,2021-04-03,South Dakota,17.9
Clark,2021-04-03,South Dakota,20.6
Clay,2021-04-03,South Dakota,21.9
Codington,2021-04-03,South Dakota,10.5
Corson,2021-04-03,South Dakota,11.0
Custer,2021-04-03,South Dakota,14.6
Davison,2021-04-03,South Dakota,10.6
Day,2021-04-03,South Dakota,20.9
Deuel,2021-04-03,South Dakota,13.2
Dewey,2021-04-03,South Dakota,26.0
Douglas,2021-04-03,South Dakota,12.4
Edmunds,2021-04-03,South Dakota,11.6
Fall River,2021-04-03,South Dakota,22.4
Faulk,2021-04-03,South Dakota,19.1
Grant,2021-04-03,South Dakota,17.6
Gregory,2021-04-03,South Dakota,16.6
Haakon,2021-04-03,South Dakota,12.0
Hamlin,2021-04-03,South Dakota,10.0
Hand,2021-04-03,South Dakota,12.4
Hanson,2021-04-03,South Dakota,9.7
Harding,2021-04-03,South Dakota,5.9
Hughes,2021-04-03,South Dakota,15.5
Hutchinson,2021-04-03,South Dakota,13.2
Hyde,2021-04-03,South Dakota,18.7
Jackson,2021-04-03,South Dakota,16.7
Jerauld,2021-04-03,South Dakota,17.1
Jones,2021-04-03,South Dakota,22.8
Kingsbury,2021-04-03,South Dakota,25.5
Lake,2021-04-03,South Dakota,11.9
Lawrence,2021-04-03,South Dakota,13.5
Lincoln,2021-04-03,South Dakota,14.1
Lyman,2021-04-03,South Dakota,25.6
Marshall,2021-04-03,South Dakota,15.5
McCook,2021-04-03,South Dakota,17.2
McPherson,2021-04-03,South Dakota,3.6
Meade,2021-04-03,South Dakota,18.5
Mellette,2021-04-03,South Dakota,18.1
Miner,2021-04-03,South Dakota,26.1
Minnehaha,2021-04-03,South Dakota,21.3
Moody,2021-04-03,South Dakota,18.9
Oglala Lakota County,2021-04-03,South Dakota,25.3
Pennington,2021-04-03,South Dakota,15.0
Perkins,2021-04-03,South Dakota,11.4
Potter,2021-04-03,South Dakota,16.8
Roberts,2021-04-03,South Dakota,23.9
Sanborn,2021-04-03,South Dakota,11.7
Spink,2021-04-03,South Dakota,15.3
Stanley,2021-04-03,South Dakota,25.2
Sully,2021-04-03,South Dakota,9.6
Todd,2021-04-03,South Dakota,22.2
Tripp,2021-04-03,South Dakota,14.4
Turner,2021-04-03,South Dakota,14.0
Union,2021-04-03,South Dakota,18.0
Walworth,2021-04-03,South Dakota,13.7
Yankton,2021-04-03,South Dakota,23.9
Ziebach,2021-04-03,South Dakota,9.0
Anderson,2021-04-03,Tennessee,16.1
Bedford,2021-04-03,Tennessee,10.8
Benton,2021-04-03,Tennessee,17.0
Bledsoe,2021-04-03,Tennessee,10.3
Blount,2021-04-03,Tennessee,16.0
Bradley,2021-04-03,Tennessee,10.4
Campbell,2021-04-03,Tennessee,13.2
Cannon,2021-04-03,Tennessee,9.4
Carroll,2021-04-03,Tennessee,17.3
Carter,2021-04-03,Tennessee,15.4
Cheatham,2021-04-03,Tennessee,13.7
Chester,2021-04-03,Tennessee,12.6
Claiborne,2021-04-03,Tennessee,15.9
Clay,2021-04-03,Tennessee,11.6
Cocke,2021-04-03,Tennessee,16.2
Coffee,2021-04-03,Tennessee,12.7
Crockett,2021-04-03,Tennessee,16.7
Cumberland,2021-04-03,Tennessee,18.4
Davidson,2021-04-03,Tennessee,16.7
Decatur,2021-04-03,Tennessee,14.8
DeKalb,2021-04-03,Tennessee,13.7
Dickson,2021-04-03,Tennessee,12.4
Dyer,2021-04-03,Tennessee,12.4
Fayette,2021-04-03,Tennessee,16.1
Fentress,2021-04-03,Tennessee,12.2
Franklin,2021-04-03,Tennessee,12.6
Gibson,2021-04-03,Tennessee,14.7
Giles,2021-04-03,Tennessee,11.9
Grainger,2021-04-03,Tennessee,15.7
Greene,2021-04-03,Tennessee,16.5
Grundy,2021-04-03,Tennessee,8.7
Hamblen,2021-04-03,Tennessee,12.6
Hamilton,2021-04-03,Tennessee,16.8
Hancock,2021-04-03,Tennessee,13.3
Hardeman,2021-04-03,Tennessee,15.3
Hardin,2021-04-03,Tennessee,16.9
Hawkins,2021-04-03,Tennessee,15.0
Haywood,2021-04-03,Tennessee,15.1
Henderson,2021-04-03,Tennessee,15.4
Henry,2021-04-03,Tennessee,19.4
Hickman,2021-04-03,Tennessee,12.3
Houston,2021-04-03,Tennessee,13.1
Humphreys,2021-04-03,Tennessee,13.0
Jackson,2021-04-03,Tennessee,12.7
Jefferson,2021-04-03,Tennessee,14.6
Johnson,2021-04-03,Tennessee,13.8
Knox,2021-04-03,Tennessee,16.2
Lake,2021-04-03,Tennessee,11.9
Lauderdale,2021-04-03,Tennessee,9.9
Lawrence,2021-04-03,Tennessee,11.2
Lewis,2021-04-03,Tennessee,13.2
Lincoln,2021-04-03,Tennessee,12.3
Loudon,2021-04-03,Tennessee,22.2
Macon,2021-04-03,Tennessee,10.9
Madison,2021-04-03,Tennessee,19.3
Marion,2021-04-03,Tennessee,12.4
Marshall,2021-04-03,Tennessee,12.9
Maury,2021-04-03,Tennessee,16.9
McMinn,2021-04-03,Tennessee,11.4
McNairy,2021-04-03,Tennessee,18.8
Meigs,2021-04-03,Tennessee,20.0
Monroe,2021-04-03,Tennessee,14.0
Montgomery,2021-04-03,Tennessee,12.3
Moore,2021-04-03,Tennessee,7.6
Morgan,2021-04-03,Tennessee,16.0
Obion,2021-04-03,Tennessee,13.5
Overton,2021-04-03,Tennessee,13.5
Perry,2021-04-03,Tennessee,14.9
Pickett,2021-04-03,Tennessee,19.1
Polk,2021-04-03,Tennessee,13.7
Putnam,2021-04-03,Tennessee,16.6
Rhea,2021-04-03,Tennessee,15.0
Roane,2021-04-03,Tennessee,13.4
Robertson,2021-04-03,Tennessee,13.6
Rutherford,2021-04-03,Tennessee,12.3
Scott,2021-04-03,Tennessee,13.5
Sequatchie,2021-04-03,Tennessee,9.2
Sevier,2021-04-03,Tennessee,12.2
Shelby,2021-04-03,Tennessee,13.6
Smith,2021-04-03,Tennessee,11.1
Stewart,2021-04-03,Tennessee,13.5
Sullivan,2021-04-03,Tennessee,20.5
Sumner,2021-04-03,Tennessee,13.0
Tipton,2021-04-03,Tennessee,10.0
Trousdale,2021-04-03,Tennessee,12.8
Unicoi,2021-04-03,Tennessee,20.8
Union,2021-04-03,Tennessee,10.8
Van Buren,2021-04-03,Tennessee,20.3
Warren,2021-04-03,Tennessee,13.3
Washington,2021-04-03,Tennessee,20.4
Wayne,2021-04-03,Tennessee,16.7
Weakley,2021-04-03,Tennessee,12.6
White,2021-04-03,Tennessee,15.6
Williamson,2021-04-03,Tennessee,18.7
Wilson,2021-04-03,Tennessee,13.9
Anderson,2021-04-03,Texas,
Andrews,2021-04-03,Texas,
Angelina,2021-04-03,Texas,
Aransas,2021-04-03,Texas,
Archer,2021-04-03,Texas,
Armstrong,2021-04-03,Texas,
Atascosa,2021-04-03,Texas,
Austin,2021-04-03,Texas,
Bailey,2021-04-03,Texas,
Bandera,2021-04-03,Texas,
Bastrop,2021-04-03,Texas,
Baylor,2021-04-03,Texas,
Bee,2021-04-03,Texas,
Bell,2021-04-03,Texas,
Bexar,2021-04-03,Texas,
Blanco,2021-04-03,Texas,
Borden,2021-04-03,Texas,
Bosque,2021-04-03,Texas,
Bowie,2021-04-03,Texas,
Brazoria,2021-04-03,Texas,
Brazos,2021-04-03,Texas,
Brewster,2021-04-03,Texas,
Briscoe,2021-04-03,Texas,
Brooks,2021-04-03,Texas,
Brown,2021-04-03,Texas,
Burleson,2021-04-03,Texas,
Burnet,2021-04-03,Texas,
Caldwell,2021-04-03,Texas,
Calhoun,2021-04-03,Texas,
Callahan,2021-04-03,Texas,
Cameron,2021-04-03,Texas,
Camp,2021-04-03,Texas,
Carson,2021-04-03,Texas,
Cass,2021-04-03,Texas,
Castro,2021-04-03,Texas,
Chambers,2021-04-03,Texas,
Cherokee,2021-04-03,Texas,
Childress,2021-04-03,Texas,
Clay,2021-04-03,Texas,
Cochran,2021-04-03,Texas,
Coke,2021-04-03,Texas,
Coleman,2021-04-03,Texas,
Collin,2021-04-03,Texas,
Collingsworth,2021-04-03,Texas,
Colorado,2021-04-03,Texas,
Comal,2021-04-03,Texas,
Comanche,2021-04-03,Texas,
Concho,2021-04-03,Texas,
Cooke,2021-04-03,Texas,
Coryell,2021-04-03,Texas,
Cottle,2021-04-03,Texas,
Crane,2021-04-03,Texas,
Crockett,2021-04-03,Texas,
Crosby,2021-04-03,Texas,
Culberson,2021-04-03,Texas,
Dallam,2021-04-03,Texas,
Dallas,2021-04-03,Texas,
Dawson,2021-04-03,Texas,
Deaf Smith,2021-04-03,Texas,
Delta,2021-04-03,Texas,
Denton,2021-04-03,Texas,
DeWitt,2021-04-03,Texas,
Dickens,2021-04-03,Texas,
Dimmit,2021-04-03,Texas,
Donley,2021-04-03,Texas,
Duval,2021-04-03,Texas,
Eastland,2021-04-03,Texas,
Ector,2021-04-03,Texas,
Edwards,2021-04-03,Texas,
El Paso,2021-04-03,Texas,
Ellis,2021-04-03,Texas,
Erath,2021-04-03,Texas,
Falls,2021-04-03,Texas,
Fannin,2021-04-03,Texas,
Fayette,2021-04-03,Texas,
Fisher,2021-04-03,Texas,
Floyd,2021-04-03,Texas,
Foard,2021-04-03,Texas,
Fort Bend,2021-04-03,Texas,
Franklin,2021-04-03,Texas,
Freestone,2021-04-03,Texas,
Frio,2021-04-03,Texas,
Gaines,2021-04-03,Texas,
Galveston,2021-04-03,Texas,
Garza,2021-04-03,Texas,
Gillespie,2021-04-03,Texas,
Glasscock,2021-04-03,Texas,
Goliad,2021-04-03,Texas,
Gonzales,2021-04-03,Texas,
Gray,2021-04-03,Texas,
Grayson,2021-04-03,Texas,
Gregg,2021-04-03,Texas,
Grimes,2021-04-03,Texas,
Guadalupe,2021-04-03,Texas,
Hale,2021-04-03,Texas,
Hall,2021-04-03,Texas,
Hamilton,2021-04-03,Texas,
Hansford,2021-04-03,Texas,
Hardeman,2021-04-03,Texas,
Hardin,2021-04-03,Texas,
Harris,2021-04-03,Texas,
Harrison,2021-04-03,Texas,
Hartley,2021-04-03,Texas,
Haskell,2021-04-03,Texas,
Hays,2021-04-03,Texas,
Hemphill,2021-04-03,Texas,
Henderson,2021-04-03,Texas,
Hidalgo,2021-04-03,Texas,
Hill,2021-04-03,Texas,
Hockley,2021-04-03,Texas,
Hood,2021-04-03,Texas,
Hopkins,2021-04-03,Texas,
Houston,2021-04-03,Texas,
Howard,2021-04-03,Texas,
Hudspeth,2021-04-03,Texas,
Hunt,2021-04-03,Texas,
Hutchinson,2021-04-03,Texas,
Irion,2021-04-03,Texas,
Jack,2021-04-03,Texas,
Jackson,2021-04-03,Texas,
Jasper,2021-04-03,Texas,
Jeff Davis,2021-04-03,Texas,
Jefferson,2021-04-03,Texas,
Jim Hogg,2021-04-03,Texas,
Jim Wells,2021-04-03,Texas,
Johnson,2021-04-03,Texas,
Jones,2021-04-03,Texas,
Karnes,2021-04-03,Texas,
Kaufman,2021-04-03,Texas,
Kendall,2021-04-03,Texas,
Kenedy,2021-04-03,Texas,
Kent,2021-04-03,Texas,
Kerr,2021-04-03,Texas,
Kimble,2021-04-03,Texas,
King,2021-04-03,Texas,
Kinney,2021-04-03,Texas,
Kleberg,2021-04-03,Texas,
Knox,2021-04-03,Texas,
La Salle,2021-04-03,Texas,
Lamar,2021-04-03,Texas,
Lamb,2021-04-03,Texas,
Lampasas,2021-04-03,Texas,
Lavaca,2021-04-03,Texas,
Lee,2021-04-03,Texas,
Leon,2021-04-03,Texas,
Liberty,2021-04-03,Texas,
Limestone,2021-04-03,Texas,
Lipscomb,2021-04-03,Texas,
Live Oak,2021-04-03,Texas,
Llano,2021-04-03,Texas,
Loving,2021-04-03,Texas,
Lubbock,2021-04-03,Texas,
Lynn,2021-04-03,Texas,
Madison,2021-04-03,Texas,
Marion,2021-04-03,Texas,
Martin,2021-04-03,Texas,
Mason,2021-04-03,Texas,
Matagorda,2021-04-03,Texas,
Maverick,2021-04-03,Texas,
McCulloch,2021-04-03,Texas,
McLennan,2021-04-03,Texas,
McMullen,2021-04-03,Texas,
Medina,2021-04-03,Texas,
Menard,2021-04-03,Texas,
Midland,2021-04-03,Texas,
Milam,2021-04-03,Texas,
Mills,2021-04-03,Texas,
Mitchell,2021-04-03,Texas,
Montague,2021-04-03,Texas,
Montgomery,2021-04-03,Texas,
Moore,2021-04-03,Texas,
Morris,2021-04-03,Texas,
Motley,2021-04-03,Texas,
Nacogdoches,2021-04-03,Texas,
Navarro,2021-04-03,Texas,
Newton,2021-04-03,Texas,
Nolan,2021-04-03,Texas,
Nueces,2021-04-03,Texas,
Ochiltree,2021-04-03,Texas,
Oldham,2021-04-03,Texas,
Orange,2021-04-03,Texas,
Palo Pinto,2021-04-03,Texas,
Panola,2021-04-03,Texas,
Parker,2021-04-03,Texas,
Parmer,2021-04-03,Texas,
Pecos,2021-04-03,Texas,
Polk,2021-04-03,Texas,
Potter,2021-04-03,Texas,
Presidio,2021-04-03,Texas,
Rains,2021-04-03,Texas,
Randall,2021-04-03,Texas,
Reagan,2021-04-03,Texas,
Real,2021-04-03,Texas,
Red River,2021-04-03,Texas,
Reeves,2021-04-03,Texas,
Refugio,2021-04-03,Texas,
Roberts,2021-04-03,Texas,
Robertson,2021-04-03,Texas,
Rockwall,2021-04-03,Texas,
Runnels,2021-04-03,Texas,
Rusk,2021-04-03,Texas,
Sabine,2021-04-03,Texas,
San Augustine,2021-04-03,Texas,
San Jacinto,2021-04-03,Texas,
San Patricio,2021-04-03,Texas,
San Saba,2021-04-03,Texas,
Schleicher,2021-04-03,Texas,
Scurry,2021-04-03,Texas,
Shackelford,2021-04-03,Texas,
Shelby,2021-04-03,Texas,
Sherman,2021-04-03,Texas,
Smith,2021-04-03,Texas,
Somervell,2021-04-03,Texas,
Starr,2021-04-03,Texas,
Stephens,2021-04-03,Texas,
Sterling,2021-04-03,Texas,
Stonewall,2021-04-03,Texas,
Sutton,2021-04-03,Texas,
Swisher,2021-04-03,Texas,
Tarrant,2021-04-03,Texas,
Taylor,2021-04-03,Texas,
Terrell,2021-04-03,Texas,
Terry,2021-04-03,Texas,
Throckmorton,2021-04-03,Texas,
Titus,2021-04-03,Texas,
Tom Green,2021-04-03,Texas,
Travis,2021-04-03,Texas,
Trinity,2021-04-03,Texas,
Tyler,2021-04-03,Texas,
Upshur,2021-04-03,Texas,
Upton,2021-04-03,Texas,
Uvalde,2021-04-03,Texas,
Val Verde,2021-04-03,Texas,
Van Zandt,2021-04-03,Texas,
Victoria,2021-04-03,Texas,
Walker,2021-04-03,Texas,
Waller,2021-04-03,Texas,
Ward,2021-04-03,Texas,
Washington,2021-04-03,Texas,
Webb,2021-04-03,Texas,
Wharton,2021-04-03,Texas,
Wheeler,2021-04-03,Texas,
Wichita,2021-04-03,Texas,
Wilbarger,2021-04-03,Texas,
Willacy,2021-04-03,Texas,
Williamson,2021-04-03,Texas,
Wilson,2021-04-03,Texas,
Winkler,2021-04-03,Texas,
Wise,2021-04-03,Texas,
Wood,2021-04-03,Texas,
Yoakum,2021-04-03,Texas,
Young,2021-04-03,Texas,
Zapata,2021-04-03,Texas,
Zavala,2021-04-03,Texas,
Beaver,2021-04-03,Utah,14.6
Box Elder,2021-04-03,Utah,11.8
Cache,2021-04-03,Utah,11.7
Carbon,2021-04-03,Utah,12.1
Daggett,2021-04-03,Utah,13.1
Davis,2021-04-03,Utah,12.5
Duchesne,2021-04-03,Utah,11.2
Emery,2021-04-03,Utah,13.8
Garfield,2021-04-03,Utah,17.1
Grand,2021-04-03,Utah,12.2
Iron,2021-04-03,Utah,10.3
Juab,2021-04-03,Utah,11.9
Kane,2021-04-03,Utah,18.2
Millard,2021-04-03,Utah,13.0
Morgan,2021-04-03,Utah,12.3
Piute,2021-04-03,Utah,14.0
Rich,2021-04-03,Utah,16.5
Salt Lake,2021-04-03,Utah,14.4
San Juan,2021-04-03,Utah,23.4
Sanpete,2021-04-03,Utah,11.2
Sevier,2021-04-03,Utah,14.7
Summit,2021-04-03,Utah,20.5
Tooele,2021-04-03,Utah,11.4
Uintah,2021-04-03,Utah,11.4
Utah,2021-04-03,Utah,10.5
Wasatch,2021-04-03,Utah,12.3
Washington,2021-04-03,Utah,11.7
Wayne,2021-04-03,Utah,19.7
Weber,2021-04-03,Utah,13.1
Addison,2021-04-03,Vermont,16.8
Bennington,2021-04-03,Vermont,12.3
Caledonia,2021-04-03,Vermont,10.1
Chittenden,2021-04-03,Vermont,19.8
Essex,2021-04-03,Vermont,10.1
Franklin,2021-04-03,Vermont,8.6
Grand Isle,2021-04-03,Vermont,21.7
Lamoille,2021-04-03,Vermont,13.8
Orange,2021-04-03,Vermont,14.8
Orleans,2021-04-03,Vermont,15.8
Rutland,2021-04-03,Vermont,22.6
Washington,2021-04-03,Vermont,12.8
Windham,2021-04-03,Vermont,16.0
Windsor,2021-04-03,Vermont,16.4
Accomack,2021-04-03,Virginia,23.3
Albemarle,2021-04-03,Virginia,7.7
Alexandria,2021-04-03,Virginia,8.4
Alleghany,2021-04-03,Virginia,1.4
Amelia,2021-04-03,Virginia,1.2
Amherst,2021-04-03,Virginia,10.9
Appomattox,2021-04-03,Virginia,1.1
Arlington,2021-04-03,Virginia,10.2
Augusta,2021-04-03,Virginia,10.8
Bath,2021-04-03,Virginia,6.4
Bedford,2021-04-03,Virginia,7.1
Bland,2021-04-03,Virginia,3.2
Botetourt,2021-04-03,Virginia,8.7
Bristol,2021-04-03,Virginia,24.1
Brunswick,2021-04-03,Virginia,10.6
Buchanan,2021-04-03,Virginia,14.1
Buckingham,2021-04-03,Virginia,3.8
Buena Vista,2021-04-03,Virginia,
Campbell,2021-04-03,Virginia,6.5
Caroline,2021-04-03,Virginia,4.1
Carroll,2021-04-03,Virginia,3.4
Charles City,2021-04-03,Virginia,1.6
Charlotte,2021-04-03,Virginia,4.1
Charlottesville,2021-04-03,Virginia,0.8
Chesapeake,2021-04-03,Virginia,3.4
Chesterfield,2021-04-03,Virginia,8.7
Clarke,2021-04-03,Virginia,18.4
Colonial Heights,2021-04-03,Virginia,
Covington,2021-04-03,Virginia,
Craig,2021-04-03,Virginia,1.1
Culpeper,2021-04-03,Virginia,3.7
Cumberland,2021-04-03,Virginia,2.5
Danville,2021-04-03,Virginia,
Dickenson,2021-04-03,Virginia,14.1
Dinwiddie,2021-04-03,Virginia,8.8
Emporia,2021-04-03,Virginia,
Essex,2021-04-03,Virginia,5.0
Fairfax,2021-04-03,Virginia,13.6
Fairfax,2021-04-03,Virginia,1.3
Falls Church,2021-04-03,Virginia,1.6
Fauquier,2021-04-03,Virginia,10.9
Floyd,2021-04-03,Virginia,2.2
Fluvanna,2021-04-03,Virginia,14.8
Franklin,2021-04-03,Virginia,10.0
Franklin,2021-04-03,Virginia,
Frederick,2021-04-03,Virginia,6.6
Fredericksburg,2021-04-03,Virginia,1.5
Galax,2021-04-03,Virginia,
Giles,2021-04-03,Virginia,7.5
Gloucester,2021-04-03,Virginia,18.3
Goochland,2021-04-03,Virginia,15.7
Grayson,2021-04-03,Virginia,10.5
Greene,2021-04-03,Virginia,0.7
Greensville,2021-04-03,Virginia,2.2
Halifax,2021-04-03,Virginia,6.5
Hampton,2021-04-03,Virginia,11.7
Hanover,2021-04-03,Virginia,9.8
Harrisonburg,2021-04-03,Virginia,0.6
Henrico,2021-04-03,Virginia,6.8
Henry,2021-04-03,Virginia,6.2
Highland,2021-04-03,Virginia,26.3
Hopewell,2021-04-03,Virginia,
Isle of Wight,2021-04-03,Virginia,6.0
James City,2021-04-03,Virginia,2.8
King and Queen,2021-04-03,Virginia,8.4
King George,2021-04-03,Virginia,3.2
King William,2021-04-03,Virginia,8.5
Lancaster,2021-04-03,Virginia,17.2
Lee,2021-04-03,Virginia,15.4
Lexington,2021-04-03,Virginia,
Loudoun,2021-04-03,Virginia,11.0
